input_row_index,sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective
133,crag_10-0033,133,data/conic_liz/images/crag_10-0033_image.png,data/conic_liz/masks/crag_10-0033_mask.png,data/conic_liz/class_labels/crag_10-0033_class_labels.png,256,256,77,0,62,3,0,1,11
134,crag_10-0034,134,data/conic_liz/images/crag_10-0034_image.png,data/conic_liz/masks/crag_10-0034_mask.png,data/conic_liz/class_labels/crag_10-0034_class_labels.png,256,256,76,0,72,1,0,0,3
135,crag_10-0035,135,data/conic_liz/images/crag_10-0035_image.png,data/conic_liz/masks/crag_10-0035_mask.png,data/conic_liz/class_labels/crag_10-0035_class_labels.png,256,256,79,0,56,3,0,0,20
136,crag_11-0000,136,data/conic_liz/images/crag_11-0000_image.png,data/conic_liz/masks/crag_11-0000_mask.png,data/conic_liz/class_labels/crag_11-0000_class_labels.png,256,256,77,0,54,4,7,0,12
137,crag_11-0001,137,data/conic_liz/images/crag_11-0001_image.png,data/conic_liz/masks/crag_11-0001_mask.png,data/conic_liz/class_labels/crag_11-0001_class_labels.png,256,256,106,0,95,2,4,0,5
138,crag_11-0002,138,data/conic_liz/images/crag_11-0002_image.png,data/conic_liz/masks/crag_11-0002_mask.png,data/conic_liz/class_labels/crag_11-0002_class_labels.png,256,256,156,0,101,14,13,3,25
139,crag_11-0003,139,data/conic_liz/images/crag_11-0003_image.png,data/conic_liz/masks/crag_11-0003_mask.png,data/conic_liz/class_labels/crag_11-0003_class_labels.png,256,256,59,0,14,7,3,1,34
140,crag_11-0004,140,data/conic_liz/images/crag_11-0004_image.png,data/conic_liz/masks/crag_11-0004_mask.png,data/conic_liz/class_labels/crag_11-0004_class_labels.png,256,256,2,0,0,0,0,0,2
141,crag_11-0005,141,data/conic_liz/images/crag_11-0005_image.png,data/conic_liz/masks/crag_11-0005_mask.png,data/conic_liz/class_labels/crag_11-0005_class_labels.png,256,256,96,0,45,15,18,1,17
142,crag_11-0006,142,data/conic_liz/images/crag_11-0006_image.png,data/conic_liz/masks/crag_11-0006_mask.png,data/conic_liz/class_labels/crag_11-0006_class_labels.png,256,256,86,0,67,10,5,0,4
143,crag_11-0007,143,data/conic_liz/images/crag_11-0007_image.png,data/conic_liz/masks/crag_11-0007_mask.png,data/conic_liz/class_labels/crag_11-0007_class_labels.png,256,256,94,0,62,8,3,0,21
144,crag_11-0008,144,data/conic_liz/images/crag_11-0008_image.png,data/conic_liz/masks/crag_11-0008_mask.png,data/conic_liz/class_labels/crag_11-0008_class_labels.png,256,256,130,1,83,19,12,2,13
145,crag_11-0009,145,data/conic_liz/images/crag_11-0009_image.png,data/conic_liz/masks/crag_11-0009_mask.png,data/conic_liz/class_labels/crag_11-0009_class_labels.png,256,256,98,0,24,24,10,0,40
146,crag_11-0010,146,data/conic_liz/images/crag_11-0010_image.png,data/conic_liz/masks/crag_11-0010_mask.png,data/conic_liz/class_labels/crag_11-0010_class_labels.png,256,256,56,0,28,12,9,1,6
147,crag_11-0011,147,data/conic_liz/images/crag_11-0011_image.png,data/conic_liz/masks/crag_11-0011_mask.png,data/conic_liz/class_labels/crag_11-0011_class_labels.png,256,256,90,0,57,10,10,0,13
148,crag_11-0012,148,data/conic_liz/images/crag_11-0012_image.png,data/conic_liz/masks/crag_11-0012_mask.png,data/conic_liz/class_labels/crag_11-0012_class_labels.png,256,256,77,0,55,5,5,0,12
149,crag_11-0013,149,data/conic_liz/images/crag_11-0013_image.png,data/conic_liz/masks/crag_11-0013_mask.png,data/conic_liz/class_labels/crag_11-0013_class_labels.png,256,256,90,0,60,12,5,0,13
150,crag_11-0014,150,data/conic_liz/images/crag_11-0014_image.png,data/conic_liz/masks/crag_11-0014_mask.png,data/conic_liz/class_labels/crag_11-0014_class_labels.png,256,256,102,0,84,7,6,1,4
151,crag_11-0015,151,data/conic_liz/images/crag_11-0015_image.png,data/conic_liz/masks/crag_11-0015_mask.png,data/conic_liz/class_labels/crag_11-0015_class_labels.png,256,256,63,0,22,17,7,0,17
152,crag_11-0016,152,data/conic_liz/images/crag_11-0016_image.png,data/conic_liz/masks/crag_11-0016_mask.png,data/conic_liz/class_labels/crag_11-0016_class_labels.png,256,256,46,0,22,11,5,0,8
153,crag_11-0017,153,data/conic_liz/images/crag_11-0017_image.png,data/conic_liz/masks/crag_11-0017_mask.png,data/conic_liz/class_labels/crag_11-0017_class_labels.png,256,256,79,0,44,11,8,0,16
154,crag_11-0018,154,data/conic_liz/images/crag_11-0018_image.png,data/conic_liz/masks/crag_11-0018_mask.png,data/conic_liz/class_labels/crag_11-0018_class_labels.png,256,256,64,0,41,11,6,1,5
155,crag_11-0019,155,data/conic_liz/images/crag_11-0019_image.png,data/conic_liz/masks/crag_11-0019_mask.png,data/conic_liz/class_labels/crag_11-0019_class_labels.png,256,256,91,0,59,12,8,0,12
156,crag_11-0020,156,data/conic_liz/images/crag_11-0020_image.png,data/conic_liz/masks/crag_11-0020_mask.png,data/conic_liz/class_labels/crag_11-0020_class_labels.png,256,256,123,1,10,45,30,3,34
157,crag_11-0021,157,data/conic_liz/images/crag_11-0021_image.png,data/conic_liz/masks/crag_11-0021_mask.png,data/conic_liz/class_labels/crag_11-0021_class_labels.png,256,256,89,0,31,22,17,1,18
158,crag_11-0022,158,data/conic_liz/images/crag_11-0022_image.png,data/conic_liz/masks/crag_11-0022_mask.png,data/conic_liz/class_labels/crag_11-0022_class_labels.png,256,256,69,0,49,8,7,1,4
159,crag_11-0023,159,data/conic_liz/images/crag_11-0023_image.png,data/conic_liz/masks/crag_11-0023_mask.png,data/conic_liz/class_labels/crag_11-0023_class_labels.png,256,256,66,0,47,8,6,0,5
160,crag_11-0024,160,data/conic_liz/images/crag_11-0024_image.png,data/conic_liz/masks/crag_11-0024_mask.png,data/conic_liz/class_labels/crag_11-0024_class_labels.png,256,256,100,0,69,17,10,0,4
161,crag_11-0025,161,data/conic_liz/images/crag_11-0025_image.png,data/conic_liz/masks/crag_11-0025_mask.png,data/conic_liz/class_labels/crag_11-0025_class_labels.png,256,256,59,0,7,28,3,0,21
162,crag_11-0026,162,data/conic_liz/images/crag_11-0026_image.png,data/conic_liz/masks/crag_11-0026_mask.png,data/conic_liz/class_labels/crag_11-0026_class_labels.png,256,256,85,0,25,27,8,1,24
163,crag_11-0027,163,data/conic_liz/images/crag_11-0027_image.png,data/conic_liz/masks/crag_11-0027_mask.png,data/conic_liz/class_labels/crag_11-0027_class_labels.png,256,256,50,0,38,3,5,0,4
164,crag_11-0028,164,data/conic_liz/images/crag_11-0028_image.png,data/conic_liz/masks/crag_11-0028_mask.png,data/conic_liz/class_labels/crag_11-0028_class_labels.png,256,256,73,0,45,11,5,0,12
165,crag_11-0029,165,data/conic_liz/images/crag_11-0029_image.png,data/conic_liz/masks/crag_11-0029_mask.png,data/conic_liz/class_labels/crag_11-0029_class_labels.png,256,256,74,0,45,4,17,0,8
166,crag_11-0030,166,data/conic_liz/images/crag_11-0030_image.png,data/conic_liz/masks/crag_11-0030_mask.png,data/conic_liz/class_labels/crag_11-0030_class_labels.png,256,256,1,0,0,0,0,0,1
167,crag_11-0031,167,data/conic_liz/images/crag_11-0031_image.png,data/conic_liz/masks/crag_11-0031_mask.png,data/conic_liz/class_labels/crag_11-0031_class_labels.png,256,256,7,0,0,1,1,0,5
168,crag_11-0032,168,data/conic_liz/images/crag_11-0032_image.png,data/conic_liz/masks/crag_11-0032_mask.png,data/conic_liz/class_labels/crag_11-0032_class_labels.png,256,256,112,0,74,9,4,1,24
169,crag_11-0033,169,data/conic_liz/images/crag_11-0033_image.png,data/conic_liz/masks/crag_11-0033_mask.png,data/conic_liz/class_labels/crag_11-0033_class_labels.png,256,256,150,0,121,13,7,2,7
170,crag_11-0034,170,data/conic_liz/images/crag_11-0034_image.png,data/conic_liz/masks/crag_11-0034_mask.png,data/conic_liz/class_labels/crag_11-0034_class_labels.png,256,256,133,0,94,19,5,1,14
171,crag_11-0035,171,data/conic_liz/images/crag_11-0035_image.png,data/conic_liz/masks/crag_11-0035_mask.png,data/conic_liz/class_labels/crag_11-0035_class_labels.png,256,256,81,0,56,9,9,1,6
172,crag_12-0000,172,data/conic_liz/images/crag_12-0000_image.png,data/conic_liz/masks/crag_12-0000_mask.png,data/conic_liz/class_labels/crag_12-0000_class_labels.png,256,256,49,0,0,12,3,0,34
173,crag_12-0001,173,data/conic_liz/images/crag_12-0001_image.png,data/conic_liz/masks/crag_12-0001_mask.png,data/conic_liz/class_labels/crag_12-0001_class_labels.png,256,256,71,0,2,20,3,0,46
174,crag_12-0002,174,data/conic_liz/images/crag_12-0002_image.png,data/conic_liz/masks/crag_12-0002_mask.png,data/conic_liz/class_labels/crag_12-0002_class_labels.png,256,256,83,0,29,16,3,0,35
175,crag_12-0003,175,data/conic_liz/images/crag_12-0003_image.png,data/conic_liz/masks/crag_12-0003_mask.png,data/conic_liz/class_labels/crag_12-0003_class_labels.png,256,256,63,1,54,1,0,0,7
176,crag_12-0004,176,data/conic_liz/images/crag_12-0004_image.png,data/conic_liz/masks/crag_12-0004_mask.png,data/conic_liz/class_labels/crag_12-0004_class_labels.png,256,256,94,0,25,16,7,1,45
177,crag_12-0005,177,data/conic_liz/images/crag_12-0005_image.png,data/conic_liz/masks/crag_12-0005_mask.png,data/conic_liz/class_labels/crag_12-0005_class_labels.png,256,256,52,0,0,18,1,0,33
178,crag_12-0006,178,data/conic_liz/images/crag_12-0006_image.png,data/conic_liz/masks/crag_12-0006_mask.png,data/conic_liz/class_labels/crag_12-0006_class_labels.png,256,256,101,1,2,32,7,0,59
179,crag_12-0007,179,data/conic_liz/images/crag_12-0007_image.png,data/conic_liz/masks/crag_12-0007_mask.png,data/conic_liz/class_labels/crag_12-0007_class_labels.png,256,256,69,0,44,4,1,0,20
180,crag_12-0008,180,data/conic_liz/images/crag_12-0008_image.png,data/conic_liz/masks/crag_12-0008_mask.png,data/conic_liz/class_labels/crag_12-0008_class_labels.png,256,256,75,0,40,6,3,0,26
181,crag_12-0009,181,data/conic_liz/images/crag_12-0009_image.png,data/conic_liz/masks/crag_12-0009_mask.png,data/conic_liz/class_labels/crag_12-0009_class_labels.png,256,256,69,0,26,12,4,0,27
182,crag_12-0010,182,data/conic_liz/images/crag_12-0010_image.png,data/conic_liz/masks/crag_12-0010_mask.png,data/conic_liz/class_labels/crag_12-0010_class_labels.png,256,256,65,0,17,16,2,0,30
183,crag_12-0011,183,data/conic_liz/images/crag_12-0011_image.png,data/conic_liz/masks/crag_12-0011_mask.png,data/conic_liz/class_labels/crag_12-0011_class_labels.png,256,256,87,0,37,9,3,0,38
184,crag_12-0012,184,data/conic_liz/images/crag_12-0012_image.png,data/conic_liz/masks/crag_12-0012_mask.png,data/conic_liz/class_labels/crag_12-0012_class_labels.png,256,256,104,0,22,34,7,0,41
185,crag_12-0013,185,data/conic_liz/images/crag_12-0013_image.png,data/conic_liz/masks/crag_12-0013_mask.png,data/conic_liz/class_labels/crag_12-0013_class_labels.png,256,256,72,0,57,3,0,0,12
186,crag_12-0014,186,data/conic_liz/images/crag_12-0014_image.png,data/conic_liz/masks/crag_12-0014_mask.png,data/conic_liz/class_labels/crag_12-0014_class_labels.png,256,256,86,1,33,16,1,0,35
187,crag_12-0015,187,data/conic_liz/images/crag_12-0015_image.png,data/conic_liz/masks/crag_12-0015_mask.png,data/conic_liz/class_labels/crag_12-0015_class_labels.png,256,256,93,1,10,21,7,0,54
188,crag_12-0016,188,data/conic_liz/images/crag_12-0016_image.png,data/conic_liz/masks/crag_12-0016_mask.png,data/conic_liz/class_labels/crag_12-0016_class_labels.png,256,256,84,0,38,11,1,1,33
189,crag_12-0017,189,data/conic_liz/images/crag_12-0017_image.png,data/conic_liz/masks/crag_12-0017_mask.png,data/conic_liz/class_labels/crag_12-0017_class_labels.png,256,256,83,0,31,17,3,0,32
190,crag_12-0018,190,data/conic_liz/images/crag_12-0018_image.png,data/conic_liz/masks/crag_12-0018_mask.png,data/conic_liz/class_labels/crag_12-0018_class_labels.png,256,256,84,0,31,17,4,0,32
191,crag_12-0019,191,data/conic_liz/images/crag_12-0019_image.png,data/conic_liz/masks/crag_12-0019_mask.png,data/conic_liz/class_labels/crag_12-0019_class_labels.png,256,256,67,1,27,5,1,0,33
192,crag_12-0020,192,data/conic_liz/images/crag_12-0020_image.png,data/conic_liz/masks/crag_12-0020_mask.png,data/conic_liz/class_labels/crag_12-0020_class_labels.png,256,256,81,0,56,8,0,0,17
193,crag_12-0021,193,data/conic_liz/images/crag_12-0021_image.png,data/conic_liz/masks/crag_12-0021_mask.png,data/conic_liz/class_labels/crag_12-0021_class_labels.png,256,256,75,0,6,16,2,0,51
194,crag_12-0022,194,data/conic_liz/images/crag_12-0022_image.png,data/conic_liz/masks/crag_12-0022_mask.png,data/conic_liz/class_labels/crag_12-0022_class_labels.png,256,256,53,0,42,0,0,0,11
195,crag_12-0023,195,data/conic_liz/images/crag_12-0023_image.png,data/conic_liz/masks/crag_12-0023_mask.png,data/conic_liz/class_labels/crag_12-0023_class_labels.png,256,256,98,1,37,21,7,0,32
196,crag_12-0024,196,data/conic_liz/images/crag_12-0024_image.png,data/conic_liz/masks/crag_12-0024_mask.png,data/conic_liz/class_labels/crag_12-0024_class_labels.png,256,256,75,0,35,8,4,0,28
197,crag_12-0025,197,data/conic_liz/images/crag_12-0025_image.png,data/conic_liz/masks/crag_12-0025_mask.png,data/conic_liz/class_labels/crag_12-0025_class_labels.png,256,256,64,0,50,3,0,0,11
198,crag_12-0026,198,data/conic_liz/images/crag_12-0026_image.png,data/conic_liz/masks/crag_12-0026_mask.png,data/conic_liz/class_labels/crag_12-0026_class_labels.png,256,256,90,0,31,17,4,0,38
199,crag_12-0027,199,data/conic_liz/images/crag_12-0027_image.png,data/conic_liz/masks/crag_12-0027_mask.png,data/conic_liz/class_labels/crag_12-0027_class_labels.png,256,256,63,0,46,7,1,0,9
200,crag_12-0028,200,data/conic_liz/images/crag_12-0028_image.png,data/conic_liz/masks/crag_12-0028_mask.png,data/conic_liz/class_labels/crag_12-0028_class_labels.png,256,256,96,0,27,22,10,1,36
201,crag_12-0029,201,data/conic_liz/images/crag_12-0029_image.png,data/conic_liz/masks/crag_12-0029_mask.png,data/conic_liz/class_labels/crag_12-0029_class_labels.png,256,256,88,0,16,13,2,0,57
202,crag_12-0030,202,data/conic_liz/images/crag_12-0030_image.png,data/conic_liz/masks/crag_12-0030_mask.png,data/conic_liz/class_labels/crag_12-0030_class_labels.png,256,256,136,0,1,38,32,0,65
203,crag_12-0031,203,data/conic_liz/images/crag_12-0031_image.png,data/conic_liz/masks/crag_12-0031_mask.png,data/conic_liz/class_labels/crag_12-0031_class_labels.png,256,256,120,0,21,24,21,0,54
204,crag_12-0032,204,data/conic_liz/images/crag_12-0032_image.png,data/conic_liz/masks/crag_12-0032_mask.png,data/conic_liz/class_labels/crag_12-0032_class_labels.png,256,256,89,0,50,9,2,0,28
205,crag_12-0033,205,data/conic_liz/images/crag_12-0033_image.png,data/conic_liz/masks/crag_12-0033_mask.png,data/conic_liz/class_labels/crag_12-0033_class_labels.png,256,256,61,0,40,4,2,0,15
206,crag_12-0034,206,data/conic_liz/images/crag_12-0034_image.png,data/conic_liz/masks/crag_12-0034_mask.png,data/conic_liz/class_labels/crag_12-0034_class_labels.png,256,256,66,0,24,7,3,0,32
207,crag_12-0035,207,data/conic_liz/images/crag_12-0035_image.png,data/conic_liz/masks/crag_12-0035_mask.png,data/conic_liz/class_labels/crag_12-0035_class_labels.png,256,256,76,0,28,17,3,0,28
208,crag_13-0000,208,data/conic_liz/images/crag_13-0000_image.png,data/conic_liz/masks/crag_13-0000_mask.png,data/conic_liz/class_labels/crag_13-0000_class_labels.png,256,256,19,0,0,0,0,0,19
209,crag_13-0001,209,data/conic_liz/images/crag_13-0001_image.png,data/conic_liz/masks/crag_13-0001_mask.png,data/conic_liz/class_labels/crag_13-0001_class_labels.png,256,256,11,0,0,0,0,0,11
210,crag_13-0002,210,data/conic_liz/images/crag_13-0002_image.png,data/conic_liz/masks/crag_13-0002_mask.png,data/conic_liz/class_labels/crag_13-0002_class_labels.png,256,256,42,2,38,0,0,0,2
211,crag_13-0003,211,data/conic_liz/images/crag_13-0003_image.png,data/conic_liz/masks/crag_13-0003_mask.png,data/conic_liz/class_labels/crag_13-0003_class_labels.png,256,256,27,1,25,0,0,0,1
212,crag_13-0004,212,data/conic_liz/images/crag_13-0004_image.png,data/conic_liz/masks/crag_13-0004_mask.png,data/conic_liz/class_labels/crag_13-0004_class_labels.png,256,256,32,0,24,0,0,0,8
213,crag_13-0005,213,data/conic_liz/images/crag_13-0005_image.png,data/conic_liz/masks/crag_13-0005_mask.png,data/conic_liz/class_labels/crag_13-0005_class_labels.png,256,256,28,0,0,1,0,0,27
214,crag_13-0006,214,data/conic_liz/images/crag_13-0006_image.png,data/conic_liz/masks/crag_13-0006_mask.png,data/conic_liz/class_labels/crag_13-0006_class_labels.png,256,256,28,1,10,0,1,0,16
215,crag_13-0007,215,data/conic_liz/images/crag_13-0007_image.png,data/conic_liz/masks/crag_13-0007_mask.png,data/conic_liz/class_labels/crag_13-0007_class_labels.png,256,256,63,0,56,0,0,0,7
216,crag_13-0008,216,data/conic_liz/images/crag_13-0008_image.png,data/conic_liz/masks/crag_13-0008_mask.png,data/conic_liz/class_labels/crag_13-0008_class_labels.png,256,256,21,0,19,0,0,0,2
217,crag_13-0009,217,data/conic_liz/images/crag_13-0009_image.png,data/conic_liz/masks/crag_13-0009_mask.png,data/conic_liz/class_labels/crag_13-0009_class_labels.png,256,256,39,1,36,0,0,0,2
218,crag_13-0010,218,data/conic_liz/images/crag_13-0010_image.png,data/conic_liz/masks/crag_13-0010_mask.png,data/conic_liz/class_labels/crag_13-0010_class_labels.png,256,256,11,0,0,0,0,0,11
219,crag_13-0011,219,data/conic_liz/images/crag_13-0011_image.png,data/conic_liz/masks/crag_13-0011_mask.png,data/conic_liz/class_labels/crag_13-0011_class_labels.png,256,256,61,0,49,1,0,0,11
220,crag_13-0012,220,data/conic_liz/images/crag_13-0012_image.png,data/conic_liz/masks/crag_13-0012_mask.png,data/conic_liz/class_labels/crag_13-0012_class_labels.png,256,256,38,1,33,0,0,0,4
221,crag_13-0013,221,data/conic_liz/images/crag_13-0013_image.png,data/conic_liz/masks/crag_13-0013_mask.png,data/conic_liz/class_labels/crag_13-0013_class_labels.png,256,256,42,0,35,1,0,0,6
222,crag_13-0014,222,data/conic_liz/images/crag_13-0014_image.png,data/conic_liz/masks/crag_13-0014_mask.png,data/conic_liz/class_labels/crag_13-0014_class_labels.png,256,256,55,0,47,0,0,0,8
223,crag_13-0015,223,data/conic_liz/images/crag_13-0015_image.png,data/conic_liz/masks/crag_13-0015_mask.png,data/conic_liz/class_labels/crag_13-0015_class_labels.png,256,256,41,0,20,2,1,0,18
224,crag_13-0016,224,data/conic_liz/images/crag_13-0016_image.png,data/conic_liz/masks/crag_13-0016_mask.png,data/conic_liz/class_labels/crag_13-0016_class_labels.png,256,256,72,0,69,1,0,0,2
225,crag_13-0017,225,data/conic_liz/images/crag_13-0017_image.png,data/conic_liz/masks/crag_13-0017_mask.png,data/conic_liz/class_labels/crag_13-0017_class_labels.png,256,256,26,0,21,2,0,0,3
226,crag_13-0018,226,data/conic_liz/images/crag_13-0018_image.png,data/conic_liz/masks/crag_13-0018_mask.png,data/conic_liz/class_labels/crag_13-0018_class_labels.png,256,256,62,0,51,1,1,0,9
227,crag_13-0019,227,data/conic_liz/images/crag_13-0019_image.png,data/conic_liz/masks/crag_13-0019_mask.png,data/conic_liz/class_labels/crag_13-0019_class_labels.png,256,256,32,2,27,0,0,0,3
228,crag_13-0020,228,data/conic_liz/images/crag_13-0020_image.png,data/conic_liz/masks/crag_13-0020_mask.png,data/conic_liz/class_labels/crag_13-0020_class_labels.png,256,256,54,0,46,0,0,0,8
229,crag_13-0021,229,data/conic_liz/images/crag_13-0021_image.png,data/conic_liz/masks/crag_13-0021_mask.png,data/conic_liz/class_labels/crag_13-0021_class_labels.png,256,256,44,2,32,2,0,0,8
230,crag_13-0022,230,data/conic_liz/images/crag_13-0022_image.png,data/conic_liz/masks/crag_13-0022_mask.png,data/conic_liz/class_labels/crag_13-0022_class_labels.png,256,256,46,0,39,1,0,0,6
231,crag_13-0023,231,data/conic_liz/images/crag_13-0023_image.png,data/conic_liz/masks/crag_13-0023_mask.png,data/conic_liz/class_labels/crag_13-0023_class_labels.png,256,256,35,0,30,0,0,0,5
232,crag_13-0024,232,data/conic_liz/images/crag_13-0024_image.png,data/conic_liz/masks/crag_13-0024_mask.png,data/conic_liz/class_labels/crag_13-0024_class_labels.png,256,256,37,0,29,0,0,0,8
233,crag_13-0025,233,data/conic_liz/images/crag_13-0025_image.png,data/conic_liz/masks/crag_13-0025_mask.png,data/conic_liz/class_labels/crag_13-0025_class_labels.png,256,256,49,0,42,1,0,0,6
